"label","numbering","text"
"BATANG_TUBUH","110","Ketentuan lebih lanjut mengenai layanan habilitasi dan rehabilitasi diatur dengan Peraturan Bupati. Bagian Kelima Belas Konsesi"
"BATANG_TUBUH","111","Pemerintah Daerah berkewajiban memberikan Konsesi untuk Penyandang Disabilitas."
"BATANG_TUBUH","112","Pemerintah Daerah mengupayakan pihak swasta untuk memberikan Konsesi untuk Penyandang Disabilitas."
"BATANG_TUBUH","113","Pemerintah Daerah dapat memberikan insentif bagi perusahaan swasta yang memberikan Konsesi untuk Penyandang Disabilitas."
"BATANG_TUBUH","114","Ketentuan lebih lanjut mengenai konsesi dan tata cara pemberian insentif sebagaimana dimaksud dalam Pasal 113 diatur lebih lanjut dengan Peraturan Bupati. 44 Bagian Keenam Belas Pendataan"
"BATANG_TUBUH","115","(1) Penyelenggaraan pendataan terhadap Penyandang Disabilitas dilakukan berdasarkan ketentuan peraturan perundang-undangan. (2) Pendataan terhadap Penyandang Disabilitas sebagaimana dimaksud pada ayat (1) dilakukan untuk memperoleh data akurat tentang karakteristik pokok dan rinci Penyandang Disabilitas. (3) Data akurat tentang Penyandang Disabilitas sebagaimana dimaksud pada ayat (2) digunakan untuk: a. mengidentifikasi dan mengatasi hambatan yang dihadapi oleh Penyandang Disabilitas dalam mendapatkan hak Penyandang Disabilitas; dan b. membantu perumusan dan implementasi kebijakan Penghormatan, Pelindungan, dan Pemenuhan hak Penyandang Disabilitas."
"BATANG_TUBUH","116","(1) Bupati melakukan verifikasi dan validasi terhadap hasil pendataan Penyandang Disabilitas sebagaimana dimaksud dalam Pasal 116 ayat (1). (2) Verifikasi dan validasi sebagaimana dimaksud pada ayat (1) dilakukan secara berkala paling sedikit 2 (dua) tahun sekali."
"BATANG_TUBUH","117","(1) Penyandang Disabilitas yang belum terdata dalam pendataan sebagaimana dimaksud dalam Pasal 116 dapat secara aktif mendaftarkan diri kepada kepala desa/lurah. (2) kepala desa/lurah wajib menyampaikan pendaftaran atau perubahan data sebagaimana dimaksud pada ayat (2) kepada Bupati melalui camat. (3) Bupati menyampaikan pendaftaran atau perubahan data sebagaimana dimaksud pada ayat (2) kepada gubernur sesuai ketentuan peraturan perundang-undangan. (4) Dalam hal diperlukan, Bupati dapat melakukan verifikasi dan validasi terhadap pendaftaran atau perubahan data sebagaimana dimaksud pada ayat (3). 45"
"BATANG_TUBUH","118","(1) Data yang telah diverifikasi dan divalidasi wajib berbasis teknologi informasi dan dijadikan sebagai data nasional Penyandang Disabilitas. (2) Pemerintah Daerah menggunakan data nasional Penyandang Disabilitas sebagaimana dimaksud pada ayat (1) dalam rangka Pemenuhan hak Penyandang Disabilitas dan dapat diakses oleh masyarakat sesuai dengan ketentuan peraturan perundang-undangan. (3) Pemerintah Daerah yang menggunakan data nasional Penyandang Disabilitas sebagaimana dimaksud pada ayat (2) menyampaikan hasil pelaksanaannya kepada Menteri Sosial melalui Gubernur Jawa Timur secara berjenjang. Bagian Ketujuh Belas Komunikasi dan Informasi Paragraf 1 Komunikasi"
"BATANG_TUBUH","119","(1) Pemerintah Daerah wajib mengakui, menerima, dan memfasilitasi komunikasi Penyandang Disabilitas dengan menggunakan cara tertentu. (2) Komunikasi dengan menggunakan cara tertentu sebagaimana dimaksud pada ayat (1) dilakukan dengan cara, alat, dan bentuk lainnya yang dapat dijangkau sesuai dengan pilihan Penyandang Disabilitas dalam berinteraksi. Paragraf 2 Informasi"
"BATANG_TUBUH","120","(1) Pemerintah Daerah wajib menjamin akses atas informasi untuk Penyandang Disabilitas. (2) Akses atas informasi untuk Penyandang Disabilitas sebagaimana dimaksud pada ayat (1) dalam bentuk audio dan visual. 46"
"BATANG_TUBUH","121","(1) Pemerintah Daerah wajib menyediakan informasi dalam bentuk yang dapat dijangkau dan dipahami sesuai dengan keragaman disabilitas dan kondisi tempat tinggalnya. (2) Informasi sebagaimana dimaksud pada ayat (1) didapatkan secara tepat waktu dan tanpa biaya tambahan. Bagian Kedelapan Belas Perempuan dan Anak"
"BATANG_TUBUH","122","Pemerintah Daerah wajib menyediakan unit layanan informasi dan tindak cepat untuk perempuan dan anak Penyandang Disabilitas yang menjadi korban kekerasan."
"BATANG_TUBUH","123","Pemerintah Daerah wajib memberikan Pelindungan khusus terhadap perempuan dan anak Penyandang Disabilitas sesuai dengan ketentuan peraturan perundang-undangan."
"BATANG_TUBUH","124","Pemerintah Daerah wajib menyediakan rumah aman yang mudah diakses untuk perempuan dan anak Penyandang Disabilitas yang menjadi korban kekerasan. Bagian Kesembilan Belas Pelindungan dari Tindakan Diskriminasi, Penelantaran, Penyiksaan, dan Eksploitasi"
"BATANG_TUBUH","125","(1) Pemerintah Daerah memfasilitasi Penyandang Disabilitas untuk bersosialisasi dan berinteraksi dalam kehidupan berkeluarga, bermasyarakat, dan bernegara tanpa rasa takut. (2) Pemerintah Daerah wajib menjamin Penyandang Disabilitas bebas dari segala bentuk kekerasan fisik, psikis, ekonomi, dan seksual. 47 BAB VI KOORDINASI"
"BATANG_TUBUH","126","(1) Pemerintah Daerah membentuk mekanisme koordinasi di tingkat Daerah dalam rangka melaksanakan Penghormatan, Pelindungan, dan Pemenuhan hak Penyandang Disabilitas sesuai dengan kewenangannya. (2) Koordinasi di tingkat Daerah dilakukan oleh Kepala Dinas dengan Perangkat Daerah dan instansi pemerintah/ lembaga pemerintah non kementerian yang terkait sesuai dengan ketentuan yang berlaku. (3) Koordinasi sebagaimana dimaksud pada ayat (2) bertujuan untuk menyelenggarakan dan menyinkronkan kebijakan, program, dan anggaran pelaksanaan Penghormatan, Pelindungan, dan Pemenuhan hak Penyandang Disabilitas. (4) Dalam koordinasi sebagaimana dimaksud pada ayat (3), Kepala Dinas melaksanakan tugas: a. melakukan sinkronisasi program dan kebijakan dalam rangka pelaksanaan Penghormatan, Pelindungan, dan Pemenuhan hak Penyandang Disabilitas; b. menjamin pelaksanaan Penghormatan, Pelindungan, dan Pemenuhan hak Penyandang Disabilitas berjalan dengan efektif; c. mewujudkan anggaran pelaksanaan Penghormatan, Pelindungan, dan Pemenuhan hak Penyandang Disabilitas; dan d. menyinkronkan penggunaan anggaran pelaksanaan Penghormatan, Pelindungan, dan Pemenuhan hak Penyandang Disabilitas agar berjalan dengan efisien. BAB VII PENDANAAN"
"BATANG_TUBUH","127","(1) Pemerintah Daerah wajib menyediakan anggaran bagi pelaksanaan Penghormatan, Pelindungan, dan Pemenuhan hak Penyandang Disabilitas. 48 (2) Pendanaan pelaksanaan Penghormatan, Pelindungan, dan Pemenuhan hak Penyandang Disabilitas sebagaimana dimaksud pada ayat (1) bersumber dari: a. Anggaran Pendapatan dan Belanja Daerah; dan b. sumber lain yang sah dan tidak mengikat sesuai dengan ketentuan peraturan perundang-undangan. (3) Pendanaan pelaksanaan Penghormatan, Pelindungan, dan Pemenuhan hak Penyandang Disabilitas sebagaimana dimaksud pada ayat (2) huruf a dilaksanakan sesuai dengan kemampuan keuangan Daerah. BAB VIII PENGHARGAAN"
"BATANG_TUBUH","128","(1) Pemerintah Daerah dapat memberikan penghargaan kepada: a. orang perseorangan yang berjasa dalam Penghormatan, Pelindungan, dan Pemenuhan hak Penyandang Disabilitas; b. badan hukum dan lembaga negara yang mempekerjakan Penyandang Disabilitas; dan c. penyedia fasilitas publik yang memenuhi hak Penyandang Disabilitas. (2) Ketentuan lebih lanjut mengenai syarat dan tata cara pemberian penghargaan sebagaimana dimaksud pada ayat (1) diatur dengan Peraturan Bupati. BAB IX KETENTUAN PERALIHAN"
"BATANG_TUBUH","129","Sarana dan prasarana umum yang belum menyediakan fasilitas dan Aksesibilitas bagi Penyandang Disabilitas sebelum berlakunya Peraturan Daerah ini, dalam waktu 5 (lima) tahun sejak diundangkannya Peraturan Daerah ini, wajib menyediakan fasilitas dan Aksesibilitas bagi Penyandang Disabilitas. 49 BAB X KETENTUAN PENUTUP"
"BATANG_TUBUH","130","Perangkat Daerah yang melaksanakan urusan pemerintahan di bidang sosial untuk membentuk peraturan pelaksanaan dari Peraturan Daerah ini harus ditetapkan paling lama 6 (enam) bulan terhitung sejak Peraturan Daerah ini diundangkan."
"BATANG_TUBUH","131","Peraturan Daerah ini mulai berlaku pada tanggal diundangkan."
