page,text,x0,x1,top,bottom,page_width,font_name,font_size,line_center,page_center,center_score,left_ratio,width_ratio,is_all_caps,label
1,klasifikasi baku lapangan usaha Indonesia;,198.48,450.6599999999999,396.80000000000007,408.80000000000007,595.4,BCDEEE+BookmanOldStyle,12.0,324.56999999999994,297.7,0.045129324823647884,0.33335572724219015,0.42354719516291556,False,KONSIDERAN_A
1,bahwa klasifikasi baku lapangan usaha Indonesia,170.05,524.3399999999999,411.0,423.0,595.4,BCDEEE+BookmanOldStyle,12.0,347.19499999999994,297.7,0.08312898891501504,0.28560631508229767,0.5950453476654348,False,KONSIDERAN_B
1,sebagai standar resmi klasifikasi kegiatan ekonomi di,198.48,524.3279999999999,424.99999999999994,436.99999999999994,595.4,BCDEEE+BookmanOldStyle,12.0,361.40399999999994,297.7,0.10699361773597574,0.33335572724219015,0.5472757809875711,False,KONSIDERAN_B
1,Indonesia digunakan oleh instansi pemerintah perlu,198.48,524.3039999999997,439.2,451.2,595.4,BCDEEE+BookmanOldStyle,12.0,361.3919999999999,297.7,0.10697346321800452,0.33335572724219015,0.5472354719516287,False,KONSIDERAN_B
1,menyesuaikan dengan International Standard Industrial,198.48,524.318,453.2,465.26,595.4,BCDEEE+BookmanOldStyle,12.0,361.399,297.7,0.10698522002015454,0.33335572724219015,0.5472589855559288,False,KONSIDERAN_B
1,"Classification of All Economics Activities, Revision 5;",198.48,493.12799999999993,467.46,479.46,595.4,BCDGEE+BookmanOldStyle-Italic,12.0,345.804,297.7,0.08079274437353037,0.33335572724219015,0.4948740342626804,False,KONSIDERAN_B
1,bahwa Peraturan Badan Pusat Statistik Nomor 2 Tahun,170.05,524.1359999999997,481.4,493.4,595.4,BCDEEE+BookmanOldStyle,12.0,347.09299999999985,297.7,0.08295767551226044,0.28560631508229767,0.5947027208599257,False,KONSIDERAN_C
1,2020 tentang Klasifikasi Baku Lapangan Usaha,198.48,524.0999999999999,495.4,507.4,595.4,BCDEEE+BookmanOldStyle,12.0,361.28999999999996,297.7,0.10680214981525021,0.33335572724219015,0.5468928451461201,False,KONSIDERAN_C
1,Indonesia sudah tidak sesuai dengan perkembangan,198.48,524.2799999999999,509.61999999999995,521.6199999999999,595.4,BCDEEE+BookmanOldStyle,12.0,361.37999999999994,297.7,0.10695330870003351,0.33335572724219015,0.5471951629156867,False,KONSIDERAN_C
1,kegiatan ekonomi di Indonesia;,198.48,379.08,523.6199999999999,535.6199999999999,595.4,BCDEEE+BookmanOldStyle,12.0,288.78,297.7,0.014981525025193175,0.33335572724219015,0.30332549546523346,False,KONSIDERAN_C
1,bahwa berdasarkan pertimbangan sebagaimana,170.05,524.3279999999999,537.8199999999999,549.8199999999999,595.4,BCDEEE+BookmanOldStyle,12.0,347.18899999999996,297.7,0.08311891165602953,0.28560631508229767,0.5950251931474636,False,KONSIDERAN_D
1,"dimaksud dalam huruf a, huruf b, dan huruf c, perlu",198.48,524.0879999999999,551.8199999999999,563.8199999999999,595.4,BCDEEE+BookmanOldStyle,12.0,361.28399999999993,297.7,0.1067920725562646,0.33335572724219015,0.5468726906281489,False,KONSIDERAN_D
1,menetapkan Peraturan Badan Pusat Statistik tentang,198.48,524.3879999999999,566.02,578.02,595.4,BCDEEE+BookmanOldStyle,12.0,361.43399999999997,297.7,0.10704400403090357,0.33335572724219015,0.5473765535774268,False,KONSIDERAN_D
1,Klasifikasi Baku Lapangan Usaha Indonesia;,198.48,457.9919999999999,580.02,592.02,595.4,BCDEEE+BookmanOldStyle,12.0,328.23599999999993,297.7,0.05128653006382255,0.33335572724219015,0.4358616056432649,False,KONSIDERAN_D
1,Mengingat : 1. Undang-Undang Nomor 16 Tahun 1997 tentang Statistik,71.025,524.276,608.22,620.22,595.4,BCDEEE+BookmanOldStyle,12.0,297.65049999999997,297.7,8.313738663087537e-05,0.11928955324151833,0.7612546187437017,False,DASAR_HUKUM
1,(Lembaran Negara Republik Indonesia Tahun 1997,198.48,524.448,622.25,634.25,595.4,BCDEEE+BookmanOldStyle,12.0,361.464,297.7,0.1070943903258314,0.33335572724219015,0.5474773261672825,False,DASAR_HUKUM
1,"Nomor 39, Tambahan Lembaran Negara Republik",198.48,524.208,636.45,648.45,595.4,BCDEEE+BookmanOldStyle,12.0,361.344,297.7,0.10689284514612027,0.33335572724219015,0.5470742358078602,False,DASAR_HUKUM
1,Indonesia Nomor 3683);,198.48,337.104,650.45,662.45,595.4,BCDEEE+BookmanOldStyle,12.0,267.792,297.7,0.05023177695666781,0.33335572724219015,0.23282499160228418,False,DASAR_HUKUM
1,2. Peraturan Pemerintah Nomor 51 Tahun 1999 tentang,170.05,524.2439999999999,664.65,676.65,595.4,BCDEEE+BookmanOldStyle,12.0,347.14699999999993,297.7,0.08304837084313058,0.28560631508229767,0.594884111521666,False,DASAR_HUKUM
1,Penyelenggaraan Statistik (Lembaran Negara Republik,198.48,524.3999999999999,678.65,690.65,595.4,BCDEEE+BookmanOldStyle,12.0,361.43999999999994,297.7,0.10705408128988908,0.33335572724219015,0.5473967080953979,False,DASAR_HUKUM
1,"Indonesia Nomor 96 Tahun 1999, Tambahan Lembaran",198.48,524.2559999999999,692.65,704.65,595.4,BCDEEE+BookmanOldStyle,12.0,361.36799999999994,297.7,0.1069331541820624,0.33335572724219015,0.5471548538797445,False,DASAR_HUKUM
1,Negara Republik Indonesia Nomor 3854);,198.48,436.6559999999999,706.8499999999999,718.8499999999999,595.4,BCDEEE+BookmanOldStyle,12.0,317.5679999999999,297.7,0.033369163587504094,0.33335572724219015,0.400026872690628,False,DASAR_HUKUM
1,3. Peraturan Presiden Nomor 86 Tahun 2007 tentang,170.05,524.424,720.8499999999999,732.8499999999999,595.4,BCDEEE+BookmanOldStyle,12.0,347.23699999999997,297.7,0.08319952972791397,0.28560631508229767,0.5951864292912328,False,DASAR_HUKUM
1,Badan Pusat Statistik (Lembaran Negara Republik,198.48,524.208,735.0699999999999,747.0699999999999,595.4,BCDEEE+BookmanOldStyle,12.0,361.344,297.7,0.10689284514612027,0.33335572724219015,0.5470742358078602,False,DASAR_HUKUM
1,Indonesia Tahun 2007 Nomor 139) sebagaimana telah,198.48,524.1119999999999,749.0699999999999,761.0699999999999,595.4,BCDEEE+BookmanOldStyle,12.0,361.29599999999994,297.7,0.10681222707423572,0.33335572724219015,0.5469129996640911,False,DASAR_HUKUM
1,diubah dengan Peraturan Presiden Nomor 1 Tahun 2025,198.48,524.316,763.27,775.27,595.4,BCDEEE+BookmanOldStyle,12.0,361.398,297.7,0.10698354047699032,0.33335572724219015,0.5472556264696004,False,DASAR_HUKUM
1,tentang Perubahan atas Peraturan Presiden Nomor 86,198.48,524.376,777.27,789.27,595.4,BCDEEE+BookmanOldStyle,12.0,361.428,297.7,0.10703392677191806,0.33335572724219015,0.5473563990594558,False,DASAR_HUKUM
1,Tahun 2007 tentang Badan Pusat Statistik (Lembaran,198.48,524.294,791.27,803.27,595.4,BCDEEE+BookmanOldStyle,12.0,361.387,297.7,0.10696506550218343,0.33335572724219015,0.5472186765199866,False,DASAR_HUKUM
1,Negara Republik Indonesia Tahun 2025 Nomor 4);,198.48,489.2519999999999,805.48,817.48,595.4,BCDEEE+BookmanOldStyle,12.000000000000014,343.86599999999993,297.7,0.07753778972119574,0.33335572724219015,0.48836412495801135,False,DASAR_HUKUM
1,4. Peraturan Badan Pusat Statistik Nomor 5 Tahun 2023,170.05,524.3399999999999,819.48,831.48,595.4,BCDEEE+BookmanOldStyle,12.0,347.19499999999994,297.7,0.08312898891501504,0.28560631508229767,0.5950453476654348,False,DASAR_HUKUM
1,tentang Organisasi dan Tata Kerja Badan Pusat Statistik,198.48,524.4,833.675,845.675,595.4,BCDEEE+BookmanOldStyle,12.0,361.44,297.7,0.10705408128988916,0.33335572724219015,0.547396708095398,False,DASAR_HUKUM
1,Provinsi dan Badan Pusat Statistik Kabupaten/Kota,198.48,524.3519999999999,847.675,859.675,595.4,BCDEEE+BookmanOldStyle,12.0,361.41599999999994,297.7,0.10701377225394684,0.33335572724219015,0.5473160900235133,False,DASAR_HUKUM
